headword_iast	headword_slp1	entry_id	page	body
nah	nah	2265	181-a	"{@√nah@}¦ ({@náhyati@} [<ls n=""wg,761"">761c</ls>]; {@naddhá@} [<ls n=""wg,223"">223<sup>8</sup></ls>]; {@-náhya@}). bind; join. [despite {@naddha@} (a <ab>poss.</ab> false formation), and Avestan {@nazda@} (Morphologische Untersuchungen, iii. <ls n=""wg,144"">144</ls>), probably for {@*nagh:@} <ab>cf.</ab> <ab>Lat.</ab> {%nec-t-ere,%} ‘bind.’] <div n=""p""/>{@+ upa,@} tie on, lace."
nahi	nahi	2266	181-a	"{@nahí,@}¦ {%<ab>adv.</ab>%} not, to be sure; {@nahí me ásti,@} to be sure, I have no…. [{@ná + hí,@} <ls n=""wg,1122"">1122a</ls> and b<sup>4</sup>: <ab>acct</ab> of verb, <ls n=""wg,595"">595d</ls>.]"
nahuṣa	nahuza	2267	181-a	"{@náhuṣa,@}¦ {%<ab>m.</ab>%} Nahusha, name of an ancient king. [perhaps ‘neighbor,’ from {@náhus,@} and in that case a transfer-form (<ls n=""wg,1209"">1209b</ls>).]"
nahus	nahus	2268	181-a	{@náhus,@}¦ {%<ab>m.</ab>%} neighbor. [{@√nah.@}]
nāka	nAka	2269	181-a	{@nā́ka,@}¦ {%<ab>m.</ab>%} vault of heaven, firmament.
nātidūra	nAtidUra	2270	181-a	"{@nātidūra,@}¦ {%<ab>a.</ab>%} not very far. [{@na + atidūra,@} <lbinfo n=""ati-dūra,""/> <ls n=""wg,1122"">1122b<sup>4</sup></ls>.]"
nāth	nAT	2271	181-a	{@√nāth@}¦ ({@nā́thate; nāthitá; nā́thitum;@} {@-nā́thya@}). turn with supplication to.
nātha	nATa	2272	181-a	{@nāthá,@}¦ {%<ab>n.</ab>%} a refuge; {%as <ab>m.</ab>%} protector; lord. [{@√nāth.@}]
nādhīta	nADIta	2273	181-a	"{@nādhīta,@}¦ {%<ab>a.</ab>%} un-learnéd. [{@na + adhīta,@} {@√i:@} <ls n=""wg,1122"">1122b<sup>4</sup></ls>.]"
nābhi	nABi	2274	181-a	"{@nā́bhi,@}¦ {%<ab>f.</ab>%} <div n=""2""/>{@—1.@} navel; <div n=""2""/>{@—2.@} nave {%or%} hub. [<ab>cf.</ab> <lang n=""greek"">ὀμφ-αλός</lang>, <ab>Lat.</ab> {%umb-ilīcus,%} <ab>AS.</ab> {%naf-ela,%} <ab>Eng.</ab> {%navel;%} also <ab>AS.</ab> {%naf-u,%} <ab>Eng.</ab> {%nave.%}]"
nābhivardhana	nABivarDana	2275	181-a	{@nābhi-vardhana,@}¦ {%<ab>n.</ab>%} the cutting of the navel(-string).
nāmadheya	nAmaDeya	2276	181-a	"{@nāma-dhéya,@}¦ {%<ab>n.</ab>%} the name-giving, naming, <lbinfo n=""nam-ing,""/>  <ls n=""lan,59,9"">59<sup>9</sup></ls>; name, <ls n=""lan,17,9"">17<sup>9</sup></ls>, <ls n=""lan,60,22"">60<sup>22</sup></ls>. [{@nāman.@}]"
nāman	nAman	2277	181-a	"{@nā́man,@}¦ {%<ab>n.</ab>%} <div n=""2""/>{@—1.@} distinguishing characteristic; <lbinfo n=""character-istic;""/>  form; <div n=""2""/>{@—2.@} name, <ls n=""lan,13,8"">13<sup>8</sup></ls>, 60<sup>21b</sup>, <ls n=""lan,78,9"">78<sup>9</sup></ls>, <ls n=""lan,61,9"">61<sup>9</sup></ls>; {@nāma grah,@} (take {%<ab>i. e.</ab>%}) mention the name, <ls n=""lan,64,13"">64<sup>13</sup></ls>; personal name ({%<ab>e. g.</ab>%} {@devadatta@} <lbinfo n=""deva-datta""/> ), as distinguished from the {@gotra@} {%or%} ‘family name’ ({%<ab>e. g.</ab>%} {@kāśyapa,@} ‘descendant  <lbinfo n=""‘descen-dant""/> of Kaśyapa’), <ls n=""lan,103,19"">103<sup>19</sup></ls><ab>N.</ab>; {%at end of%} {%<ab>cpds</ab>,%} having…as name, named…, {%so%} 11 {%times, <ab>e. g.</ab>%} <ls n=""lan,19,11"">19<sup>11</sup></ls>; <div n=""2""/>{@—3.@} {@nāma,@} {%<ab>adv.</ab>%} [<ls n=""wg,1111"">1111b</ls>], by name, {%so%} 19 {%times, <ab>e. g.</ab>%} <ls n=""lan,1,3"">1<sup>3</sup></ls>, 60<sup>21a</sup>, <ls n=""lan,94,16"">94<sup>16</sup></ls>; {%also%} {@nāmnā,@} <ls n=""lan,56,5"">56<sup>5</sup></ls>; {%<ab>w.</ab> interrogatives,%} pray, <ls n=""lan,54,16"">54<sup>16</sup></ls>. [origin unknown: <ab>cf.</ab> <lang n=""greek"">ὄ-νομα</lang>, <ab>Lat.</ab> {%nōmen,%} <ab>Eng.</ab> {%name.%}]"
nāra	nAra	2278	181-a	"{@nārá,@}¦ <div n=""2""/>{@—1.@} {%<ab>a.</ab>%} human; <div n=""2""/>{@—2.@} {%as <ab>m.</ab>%} man; {@--nā́rī,@} {%<ab>f.</ab>%} woman, <ls n=""lan,1,9"">1<sup>9</sup></ls>, <ls n=""lan,86,18"">86<sup>18</sup></ls>, <ab>etc.</ab>; wife. [{@nṛ,@} <ls n=""wg,1208"">1208b</ls>: for <ab>mg</ab> 2, <ab>cf.</ab> {@mānava.@}]"
nārada	nArada	2279	181-a	"{@nārada,@}¦ {%<ab>m.</ab>%} Nārada, name of an ancient {@devarṣi@} ({%see note to%} <ls n=""lan,1,14"">1<sup>14</sup></ls>), who often appears on the earth to bring news from the gods, [Page181-b+ 50] and returns to heaven with reports from men."
nārāyaṇa	nArAyaRa	2280	181-b	"{@nārāyaṇá,@}¦ {%<ab>m.</ab>%} Nārāyana, son of the primal  <lbinfo n=""pri-mal""/> man. [simply a patronymic of {@nara,@} see <ls n=""wg,1219"">1219</ls>.]"
nāvā	nAvA	2281	181-b	"{@nāvā́,@}¦ {%<ab>f.</ab>%} ship. [transfer-form (<ls n=""wg,1209"">1209,</ls> <ls n=""wg,399"">399</ls>) <ab>fr.</ab> {@nau, nāv.@}]"
nāśa	nASa	2282	181-b	{@nāśa,@}¦ {%<ab>m.</ab>%} loss; destruction. [{@√naś,@} ‘be missing.’]
nāsā	nAsA	2283	181-b	{@nā́sā,@}¦ {%dual <ab>f.</ab>%} the two nostrils, the nose. [transfer-form (399) <ab>fr.</ab> {@nás,@} strong {@nā́s.@}]
nāsikā	nAsikA	2284	181-b	"{@nā́sikā,@}¦ {%<ab>f.</ab>%} nostril; {%dual,%} the two nostrils; the nose. [{@nā́sā,@} <ls n=""wg,1222"">1222c</ls> 1.]"
nāstika	nAstika	2285	181-b	"{@nāstika,@}¦ {%<ab>a.</ab> <ab>subst.</ab>%} atheist, infidel, not believing  <lbinfo n=""be-lieving""/> the Vedas and Purānas. [<ab>fr.</ab> {@na + asti,@} ‘there is not,’ <ls n=""wg,1314"">1314b</ls>.]"
nāhuṣa	nAhuza	2286	181-b	"{@nāhuṣa,@}¦ {%<ab>m.</ab>%} descendant of Nahusha, patronymic  <lbinfo n=""pa-tronymic""/> of Yayāti. [{@náhuṣa,@} <ls n=""wg,1208"">1208</ls> and <ab>f.</ab>]"
ni	ni	2287	181-b	"{@ní,@}¦ {%<ab>prep.</ab>%} down; in, into. [<ab>cf.</ab> <lang n=""greek"">ἐνί</lang>, ‘in’; <ab>Eng.</ab> {%ne-ther, be-nea-th.%}]"
nikaṭa	nikawa	2288	181-b	"{@nikaṭa,@}¦ {%<ab>a.</ab>%} near; {%as <ab>n.</ab>%} neighborhood; presence. [<ls n=""wg,1245"">1245g</ls>.]"
nikhila	niKila	2289	181-b	"{@nikhila,@}¦ {%<ab>a.</ab>%} entire; all. [perhaps for {@niḥ-khila,@} ‘without a gap,’ {@nis + khila:@} <ls n=""wg,1305"">1305<sup>2</sup></ls> end.]"
nija	nija	2290	181-b	"{@nijá,@}¦ {%<ab>a.</ab>%} own; belonging to our party, <ls n=""lan,24,6"">24<sup>6</sup></ls>; {@nijo ripus,@} foe in one's own camp, <ls n=""lan,37,15"">37<sup>15</sup></ls>; {%often used as reflexive possessive <ab>pron.</ab>,%} my own, his own, our own, <ab>etc.</ab>, {%--or rather,%} my (<ls n=""lan,47,17"">47<sup>17</sup></ls>), his (<ls n=""lan,50,14"">50<sup>14</sup></ls>, <ls n=""lan,53,12"">53<sup>12</sup></ls>, <ls n=""lan,56,4, 6"">56<sup>4, 6</sup></ls>), <ab>etc.</ab> [perhaps ‘in-born,’ <ab>fr.</ab> {@ni + ja.@}]"
niṇya	niRya	2291	181-b	"{@niṇyá,@}¦ {%<ab>a.</ab>%} inner; hidden, <ls n=""lan,70,20"">70<sup>20</sup></ls>; {%as <ab>n.</ab>%} secret, <ls n=""lan,78,3"">78<sup>3</sup></ls>. [{@ni.@}]"
nitya	nitya	2292	181-b	"{@nítya,@}¦ {%<ab>a.</ab>%} <div n=""2""/>{@—1.@} own ({%Vedic%}), <ls n=""lan,79,16"">79<sup>16</sup></ls>; <div n=""2""/>{@—2.@} constant; <lbinfo n=""con-stant;""/>  eternal, <ls n=""lan,57,7"">57<sup>7</sup></ls>; {@-am,@} {%<ab>adv.</ab>%} constantly, always, <ls n=""lan,17,16"">17<sup>16</sup></ls>, <ls n=""lan,64,19"">64<sup>19</sup></ls>. [in <ab>mg</ab> 1, <ab>fr.</ab> {@ni,@} ‘in,’ <ls n=""wg,1245"">1245b</ls>, and so signifying ‘inward, not alien.’]"
nityakāla	nityakAla	2293	181-b	"{@nitya-kāla,@}¦ {%<ab>m.</ab>%} uninterrupted time; {@-am,@} {%<ab>adv.</ab>%} always, under all circumstances, <ls n=""lan,60,6"">60<sup>6</sup></ls>."
nityasnāyin	nityasnAyin	2294	181-b	"{@nitya-snāyin,@}¦ {%<ab>a.</ab>%} constantly making sacred ablutions. [<ls n=""wg,1279"">1279.</ls>]"
nid	nid	2295	181-b	"{@√nid@}¦ {%or%} {@nind (níndati; ninínda; ánindīt;@} {@ninditá; -níndya).@} blame; reproach. [<ab>cf.</ab> <lang n=""greek"">ὄνειδος</lang>, ‘reproach.’]"
nidrā	nidrA	2296	181-b	{@nidrā́,@}¦ {%<ab>f.</ab>%} sleep. [{@√2drā,@} ‘sleep,’ {@+ ni.@}]
nidhana	niDana	2297	181-b	"{@nidhána,@}¦ {%<ab>m.</ab> <ab>n.</ab>%} end; death, <ls n=""lan,5,19"">5<sup>19</sup></ls>. [perhaps <ab>fr.</ab> {@√dhā + ni,@} ‘put down {%or%} out of the way,’ ‘make an end of.’]"
nind	nind	2298	181-b	{@√nind,@}¦ {%see%} {@nid.@}
nindaka	nindaka	2299	182-a	{@nindaka,@}¦ {%<ab>a.</ab> <ab>subst.</ab>%} scoffer. [{@√nid,@} nind.]
nibandhana	nibanDana	2300	182-a	"{@nibandhana,@}¦ {%<ab>n.</ab>%} a binding, ligation, <ls n=""lan,59,3"">59<sup>3</sup></ls>; that on which a thing is fastened {%or%} rests {%or%} depends, condition, means, <ls n=""lan,46,7"">46<sup>7</sup></ls>. [{@√bandh + ni.@}]"
nibhṛta	niBfta	2301	182-a	{@nibhṛta,@}¦ {%<ab>a.</ab>%} (borne down, lowered, {%<ab>i. e.</ab>%}) hidden; {@-am,@} {%<ab>adv.</ab>%} secretly. [{@√bhṛ + ni.@}]
nimajjana	nimajjana	2302	182-a	{@nimajjana,@}¦ {%<ab>n.</ab>%} bathing. [{@√majj + ni.@}]
nimitta	nimitta	2303	182-a	"{@nimitta,@}¦ {%<ab>n.</ab>%} mark (for shooting at); sign, token; occasion {%or%} cause; {@-am, -ena,@} {%adverbially,%} <lbinfo n=""ad-verbially,""/> because of; {@tannimittam, -ena,@} because of this, on account of this."
nimeṣa	nimeza	2304	182-a	{@nimeṣá,@}¦ {%<ab>m.</ab>%} closing {%or%} winking of the eyes. [{@√miṣ + ni.@}]
niyoga	niyoga	2305	182-a	"{@niyoga,@}¦ {%<ab>m.</ab>%} a fastening on; injunction, {%and so,%} commission; business, <ls n=""lan,30,6"">30<sup>6</sup></ls>. [{@√yuj@} {@+ ni:@} for <ab>mg</ab>, <ab>cf.</ab> {%alicui injungere laborem,%} ‘fasten {%or%} impose a task on a person.’]"
nir	nir	2306	182-a	"{@nir,@}¦ {%for%} {@nis@} {%before sonants%} [<ls n=""wg,174"">174]</ls>; {%see%} {@nis.@}"
nirantara	nirantara	2307	182-a	"{@nir-antara,@}¦ {%<ab>a.</ab>%} without interval {%or%} free space; completely filled, <ls n=""lan,53,10"">53<sup>10</sup></ls>; continuous; uninterrupted, <ls n=""lan,56,12"">56<sup>12</sup></ls>."
nirapāya	nirapAya	2308	182-a	{@nir-apāya,@}¦ {%<ab>a.</ab>%} without failure {%or%} danger; infallible {%or%} safe.
nirapekṣa	nirapekza	2309	182-a	"{@nir-apekṣa,@}¦ {%<ab>a.</ab>%} without regard {%or%} expectation; <lbinfo n=""expec-tation;""/>  regardless, <ls n=""lan,52,20"">52<sup>20</sup></ls>; not expecting anything from another, independent, <ls n=""lan,31,17"">31<sup>17</sup></ls>. [{@apekṣā,@} <ls n=""wg,334"">334<sup>2</sup></ls>.]"
nirāmiṣāśin	nirAmizASin	2310	182-a	{@nir-āmiṣāśin,@}¦ {%<ab>a.</ab>%} not meat-eating. [see nis 3.]
nirāhāra	nirAhAra	2311	182-a	{@nir-āhāra,@}¦ {%<ab>a.</ab>%} without food, abstaining from food.
nirukta	nirukta	2312	182-a	"{@nír-ukta,@}¦ {%<ab>a.</ab>%} spoken out; loud; clear; {%as <ab>n.</ab>%} explanation; etymological interpretation  <lbinfo n=""interpre-tation""/> of a word; {%<ab>esp.</ab>%} Nirukta, title of a commentary to the {@nighaṇṭavas@} {%or%} Vedic Glossary. [{@√vac + nis.@}]"
nirṛti	nirfti	2313	182-a	"{@nír-ṛti,@}¦ {%<ab>f.</ab>%} dissolution; destruction. [{@√ṛ +@} {@nis,@} <ls n=""wg,1157"">1157.</ls> 1d.]"
nirguṇa	nirguRa	2314	182-a	"{@nir-guṇa,@}¦ {%<ab>a.</ab>%} without a string, <ls n=""lan,18,5"">18<sup>5</sup></ls>; void of good qualities, <ls n=""lan,18,5"">18<sup>5</sup></ls>; worthless, bad."
nirṇāma	nirRAma	2315	182-a	{@nir-ṇāmá,@}¦ {%<ab>m.</ab>%} contortion, sinuosity. [{@√nam + nis.@}]
nirdhana	nirDana	2316	182-a	{@nir-dhana,@}¦ {%<ab>a.</ab>%} without money.
nirbuddhi	nirbudDi	2317	182-a	{@nir-buddhi,@}¦ {%<ab>a.</ab>%} without wit, stupid.
nirbhara	nirBara	2318	182-a	"{@nir-bhara,@}¦ {%<ab>a.</ab>%} <div n=""2""/>{@—1.@} without measure, much; {@-am,@} {%<ab>adv.</ab>%} very; {@-am prasupta,@} fast asleep; <div n=""2""/>{@—2.@} full of."
nirmala	nirmala	2319	182-a	{@nir-mala,@}¦ {%<ab>a.</ab>%} without impurity; pure; clear.
nirlakṣya	nirlakzya	2320	182-b	{@nir-lakṣya,@}¦ {%<ab>a.</ab>%} not to be perceived, avoiding notice. [see {@nis@} 3.]
nirvaṃśa	nirvaMSa	2321	182-b	{@nir-vaṃśa,@}¦ {%<ab>a.</ab>%} without family; alone in the world.
nirvāta	nirvAta	2322	182-b	{@nir-vāta,@}¦ {%<ab>a.</ab>%} windless; sheltered.
nirviśeṣa	nirviSeza	2323	182-b	"{@nir-viśeṣa,@}¦ {%<ab>a.</ab>%} without distinction; undistinguished; <lbinfo n=""undis-tinguished;""/>  alike; like."
nirviśeṣākṛti	nirviSezAkfti	2324	182-b	"{@nirviśeṣākṛti,@}¦ {%<ab>a.</ab>%} having like appearance, <lbinfo n=""appear-ance,""/>  looking just alike. [{@ākṛti.@}]"
nivāra	nivAra	2325	182-b	{@nivāra,@}¦ {%<ab>m.</ab>%} the warding off. [{@√1vṛ,@} ‘cover,’ {@+ ni.@}]
nivīta	nivIta	2326	182-b	"{@nívīta,@}¦ {%<ab>ppl.</ab>%} hung, {%<ab>i. e.</ab>%} draped, with hangings, <lbinfo n=""hang-ings,""/>  {%<ab>esp.</ab>%} with the sacred cord; {%as <ab>n.</ab>%} [<ls n=""wg,1176"">1176a</ls>], the wearing the sacred cord about the neck; the sacred cord itself. [{@√vyā +@} {@ni.@}]"
nivṛtta	nivftta	2327	182-b	"{@nivṛtta,@}¦ {%<ab>ppl.</ab>%} <div n=""2""/>{@—1.@} turned away; {%<ab>esp.</ab>%} of an action which is turned away, {%<ab>i. e.</ab>%} not directed (to any ulterior purpose {%or%} object), <lbinfo n=""ob-ject),""/>  free from hope of reward in this world or the next, disinterested, {%<ab>opp.</ab> of%} {@pravṛtta,@} {%<ab>q. v.</ab>;%} <div n=""2""/>{@—2.@} having turned away from, {%and so%} abstaining from, <ls n=""lan,29,3"">29<sup>3</sup></ls>. [{@√vṛt@} {@+ ni.@}]"
niveśana	niveSana	2328	182-b	"{@nivéśana,@}¦ {%<ab>n.</ab>%} a going in and settling down to rest; resting-place; sleeping-place, bed, <ls n=""lan,105,8"">105<sup>8</sup></ls>; dwelling, <ls n=""lan,8,6"">8<sup>6</sup></ls>. [{@√viś + ni:@} for <ab>mg</ab>, <ab>cf.</ab> {@bhavana.@}]"
niś	niS	2329	182-b	"{@níś@}¦ [<ls n=""wg,397"">397]</ls>, {%<ab>f.</ab>%} night. [<ab>cf.</ab> {@nákta.@}]"
niśā	niSA	2330	182-b	{@niśā,@}¦ {%<ab>f.</ab>%} night. [<ab>cf.</ab> {@níś, nákta.@}]
niścaya	niScaya	2331	182-b	"{@niścaya,@}¦ {%<ab>m.</ab>%} (ascertainment, determination, <lbinfo n=""determina-tion,""/>  {%<ab>i. e.</ab>%}) a fixed opinion {%or%} a firm resolve. [<ab>poss.</ab> <ab>fr.</ab> {@√3 ci,@} ‘notice, look,’ {@+ nis;@} but better, perhaps, <ab>fr.</ab> {@√1ci + nis,@} and so, ‘an un-piling, {%<ab>i. e.</ab>%} discrimination, determination. <lbinfo n=""determi-nation.""/> ’]"
niścala	niScala	2332	182-b	{@niścala,@}¦ {%<ab>a.</ab>%} not moving. [{@nis + cala:@} see {@nis@} 3.]
niścita	niScita	2333	182-b	"{@niścita,@}¦ {%<ab>ppl.</ab>%} determined, decided; {@-am,@} {%<ab>adv.</ab>%} decidedly, surely. [see under {@niścaya.@} <lbinfo n=""niś-caya.""/> ]"
niḥśreyasa	niHSreyasa	2334	182-b	"{@niḥśreyasa,@}¦ {%<ab>a.</ab>%} without a superior, {%<ab>i. e.</ab>%} best; {%as <ab>n.</ab>%} final beatitude. [{@nis + śreyasa:@} <lbinfo n=""śrey-asa:""/> <ab>acct</ab>, <ls n=""wg,1305"">1305<sup>3</sup></ls>.]"
niḥśvāsa	niHSvAsa	2335	182-b	{@niḥśvāsa,@}¦ {%<ab>m.</ab>%} breathing out, expiration; sigh. [{@√śvas + nis.@}]
niḥśvāsaparama	niHSvAsaparama	2336	182-b	"{@niḥśvāsa-parama,@}¦ {%<ab>a.</ab>%} having sighs as chief thing, much addicted to sighing. [<ls n=""wg,1302"">1302b</ls>.]"
niṣadha	nizaDa	2337	182-b	"{@niṣadha,@}¦ {%<ab>m.</ab> <ab>pl.</ab>%} the Nishadhans, name of [Page183-a+ 50] a people; Nishadha, name of a country, <ls n=""lan,1,7"">1<sup>7</sup></ls> <ab>N.</ab>, <ls n=""lan,4,3"">4<sup>3</sup></ls>."
niṣadhādhipa	nizaDADipa	2338	183-a	{@niṣadhādhipa,@}¦ {%<ab>m.</ab>%} ruler {%or%} king of the Nishadhans. [{@adhipa.@}]
niṣūdana	nizUdana	2339	183-a	"{@niṣūdana,@}¦ {%<ab>m.</ab>%} finisher ({%in its colloquial%} {%sense%}), one who makes an end of, destroyer. <lbinfo n=""de-stroyer.""/>  [{@√sūd + ni.@}]"
niṣeka	nizeka	2340	183-a	{@niṣeka,@}¦ {%<ab>m.</ab>%} an injecting, {%<ab>esp.</ab>%} of semen, impregnation; the ceremony performed upon impregnation. [{@√sic + ni.@}]
niṣevin	nizevin	2341	183-a	"{@niṣevin,@}¦ {%<ab>a.</ab>%} devoting one's self to; cohabiting  <lbinfo n=""co-habiting""/> with, <ls n=""lan,67,22"">67<sup>22</sup></ls>. [{@√sev + ni.@}]"
niṣkramaṇa	nizkramaRa	2342	183-a	{@niṣkramaṇa,@}¦ {%<ab>n.</ab>%} the stepping out; {%<ab>esp.</ab>%} the first going out with a child. [{@√kram@} {@+ nis.@}]
niṣṭha	nizWa	2343	183-a	"{@niṣṭha,@}¦ {%<ab>a.</ab>%} resting upon. [{@√sthā + ni,@} <ls n=""wg,333"">333.</ls>]"
niṣphala	nizPala	2344	183-a	"{@niṣphala,@}¦ {%<ab>a.</ab>%} fruitless, <ls n=""lan,63,10"">63<sup>10</sup></ls>; vain, <ls n=""lan,68,11"">68<sup>11</sup></ls>. [{@nis + phala.@}]"
nis	nis	2345	183-a	"{@nís,@}¦ {%<ab>adv.</ab> <ab>prep.</ab>%} <div n=""2""/>{@—1.@} out, forth; <div n=""2""/>{@—2.@} {%in%} {%<ab>cpds</ab>%} [<ls n=""wg,1305"">1305<sup>2</sup></ls> end], having…away, without…, <lbinfo n=""with-out…,""/>  {%<ab>e. g.</ab>%} {@nirantara; --3.@} {%in <ab>cpds</ab>,%} not, {%<ab>e. g.</ab>%} {@niścala.@}"
nī	nI	2346	183-a	"{@√nī@}¦ ({@náyati, -te; ninā́ya@} [<ls n=""wg,800"">800b</ls>], {@ninyé;@} {@ánaiṣīt, áneṣṭa@} [<ls n=""wg,882"">882]</ls>; {@neṣyáti, -te; nītá;@} {@nétum; nītvā́; -nī́ya; nīyáte; nāyáyati@} [<ls n=""wg,1042"">1042b</ls>]). lead, <ls n=""lan,24,15"">24<sup>15</sup></ls>; guide; conduct, <ls n=""lan,85,20"">85<sup>20</sup></ls>; carry, <ls n=""lan,39,19"">39<sup>19</sup></ls>, <ab>etc.</ab>; carry off, <ls n=""lan,36,15"">36<sup>15</sup></ls>, <ls n=""lan,43,17"">43<sup>17</sup></ls>; {@vyāghratāṃ nī,@} bring to tiger-ness, change into a tiger; {@vaśaṃ nī,@} bring into one's power. <div n=""p""/>{@+ anu,@} (draw along toward one, {%<ab>i. e.</ab>%}) try to win {%or%} conciliate by friendly words. <div n=""p""/>{@+ abhi,@} bring hither to. <div n=""p""/>{@+ ā,@} bring to, <ls n=""lan,29,14"">29<sup>14</sup></ls>; bring, <ls n=""lan,31,9"">31<sup>9</sup></ls>; bring (one liquid) into (another, {%<ab>loc.</ab>%}), mix, <ls n=""lan,101,14"">101<sup>14</sup></ls>; {%<ab>caus.</ab>%} cause to be fetched, <ls n=""lan,50,5"">50<sup>5</sup></ls>. <div n=""p""/>{@+ ud,@} bring up; rescue (as a drowning man from the water), <ls n=""lan,90,10"">90<sup>10</sup></ls>. <div n=""p""/>{@+ upa,@} take unto one's self, of the teacher who receives a youth of one of the three free castes as pupil, and at the same time invests him with the sacramental  <lbinfo n=""sacra-mental""/> cord, thus conferring spiritual rebirth, <lbinfo n=""re-birth,""/>  and making him a full member of his caste; {%see%} {@upanāyana; upanīta,@} invested  <lbinfo n=""in-vested""/> with the sacramental cord. <div n=""p""/>{@+ pari,@} lead around (a cow, steer), <ls n=""lan,91,14"">91<sup>14</sup></ls>, <ls n=""lan,105,22"">105<sup>22</sup></ls>; {%<ab>esp.</ab>%} lead a bride around the fire (as wedding ceremony), {%page%} 99. [Page183-b+ 50] <div n=""p""/>{@+ pra,@} <div n=""2""/>{@—1.@} bring forward; <div n=""2""/>{@—2.@} {%as liturgical %} <lbinfo n=""litur-gical""/> {%terminus technicus,%} convey the sacrificial  <lbinfo n=""sacri-ficial""/> fire and water to their places on and near the altar; {@praṇītās@} ({%<ab>sc.</ab>%} {@āpas@}), holy water; <div n=""2""/>{@—3.@} bring forward (one's feelings), {%<ab>i. e.</ab>%} come out with {%or%} manifest one's affection, <lbinfo n=""affec-tion,""/>  <ls n=""lan,9,15"">9<sup>15</sup></ls>. <div n=""p""/>{@+ vi,@} lead; guide; train; discipline."
nī	nI	2347	183-b	"{@nī́@}¦ [<ls n=""wg,352"">352]</ls>, {%<ab>vbl.</ab>%} bringing, {%in%} {@vaśanī́. [√nī.]@}"
nīca	nIca	2348	183-b	"{@nīcá,@}¦ {%<ab>a.</ab>%} low, not high; morally and socially low. [inorganic transfer-form (<ls n=""wg,1209"">1209a</ls>) <ab>fr.</ab> {@nīc-ā́,@} <ab>q. v.</ab>]"
nīcā	nIcA	2349	183-b	"{@nīcā́,@}¦ {%<ab>adv.</ab>%} down, low. [adverbially accented  <lbinfo n=""ac-cented""/> <ab>instr.</ab>--instead of {@nī́c-ā,@} <ls n=""wg,1112"">1112e</ls>-- <ab>fr.</ab> {@ny-àñc.@}]"
nīcāvayas	nIcAvayas	2350	183-b	"{@nīcā́-vayas@}¦ [<ls n=""wg,418"">418]</ls>, {%<ab>a.</ab>%} whose strength is low; exhausted. [<ls n=""wg,1306"">1306.</ls>]"
nīḍa	nIqa	2351	183-b	"{@nīḍá,@}¦ {%Vedic%} {@nīḻá,@} {%<ab>m.</ab> <ab>n.</ab>%} <div n=""2""/>{@—1.@} (place for settling down, {%<ab>i. e.</ab>%}) resting-place; <div n=""2""/>{@—2.@} {%<ab>esp.</ab>%} bird's nest. [for {@ni-zd-a,@} <ab>i. e.</ab> {@ni-s(a)d-a@} --<ls n=""wg,198"">198b<sup>3</sup></ls> {@--√sad + ni:@} <ab>cf.</ab> <ab>Lat.</ab> {%nīdus,%} <ab>Ger.</ab> {%Nest,%} <ab>Eng.</ab> {%nest:%} for {@ḻ,@} see Whitney <ls n=""wg,54"">54</ls>.]"
nīḍagarbha	nIqagarBa	2352	183-b	{@nīḍa-garbha,@}¦ {%<ab>m.</ab>%} nest-interior.
nīti	nIti	2353	183-b	"{@nīti,@}¦ {%<ab>f.</ab>%} <div n=""2""/>{@—1.@} cónduct, {%<ab>esp.</ab>%} right and sagacious  <lbinfo n=""saga-cious""/> conduct; the knowledge of all that governs virtuous and discreet and statesman-like  <lbinfo n=""states-man-like""/> behavior; political and social ethics; <div n=""2""/>{@—2.@} leading. [{@√nī,@} ‘condúct.’]"
nītijña	nItijYa	2354	183-b	{@nīti-jñá,@}¦ {%<ab>a.</ab>%} knowing how to conduct one's self discreetly.
nītividyā	nItividyA	2355	183-b	"{@nīti-vidyā,@}¦ {%<ab>f.</ab>%} knowledge of {@nīti@} {%or%} political and social ethics, {%<ab>esp.</ab>%} as it concerns  <lbinfo n=""con-cerns""/> princes."
nītiśāstra	nItiSAstra	2356	183-b	{@nīti-śāstra,@}¦ {%<ab>n.</ab>%} doctrine {%or%} science of political and social ethics.
nītha	nITa	2357	183-b	"{@nītha,@}¦ {%<ab>m.</ab>%} a leading; {@nīthá,@} {%<ab>n.</ab>%} (way, {%and%} {%so, like the German%} Weise) a musical air, song. [{@√nī,@} <ls n=""wg,1163"">1163a</ls>.]"
nīra	nIra	2358	183-b	{@nīrá,@}¦ {%<ab>n.</ab>%} water.
nīrasa	nIrasa	2359	183-b	"{@nīrasa,@}¦ {%<ab>a.</ab>%} sapless, dried up; tasteless; insipid, <ls n=""lan,54,11"">54<sup>11</sup></ls>. [{@nis + rasa,@} <ls n=""wg,174"">174,</ls> <ls n=""wg,179"">179.</ls>]"
nīruj	nIruj	2360	183-b	"{@nīruj,@}¦ {%<ab>a.</ab>%} without disease; healthy, <ls n=""lan,22,3"">22<sup>3</sup></ls>. [{@nis + rúj,@} <ls n=""wg,174"">174,</ls> <ls n=""wg,179"">179.</ls>]"
